transaction_id,date,platform,customer_id,customer_segment,region_city,product_id,product_category,order_status,number_of_orders,total_order_value,courier_name,delivery_status,delivery_time_days,customer_lifetime_value,acquisition_source,acquisition_cost,gross_margin_percentage,campaign_id,discount_percentage,platform_commission,competitor_price,weather_condition,peak_season_flag,customer_satisfaction,review_count,courier_reliability,market_demand_index,estimated_financial_loss,delivery_success_rate,paragraph
TRX-2023-027,08/09/2023,Lazada,CUST-027,New,Cagayan de Oro,PROD-R6,Electronics,Completed,55,43395,CourierZ,Delayed,3.2,144817,Organic,527,23.2,CAMP-Q2-003,1.5,5.4,124829,typhoon,0,4.4,24,7.0,3,1102.48,90.39,"""In the transaction with ID TRX-2023-027 on 08/09/2023, a total of 55 orders were placed on the Lazada platform by customer CUST-027, who belongs to the New segment in Cagayan de Oro. The product with ID PROD-R6, categorized under Electronics, was sold with an order status of Completed. The total order value reached 43395, and the delivery was handled by CourierZ, achieving a delivery status of Delayed with a delivery time of 3.2 days. The customer lifetime value was estimated at 144817, with an acquisition cost of 527 from the Organic source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 1.5%. The platform commission was 5.4%, while the competitor price stood at 124829. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.4 based on 24 reviews, and the courier reliability was measured at 7.0. The market demand index was 3, with an estimated financial loss of 1102.48 and a delivery success rate of 90.39."""
TRX-2023-028,30/05/2023,Shopee,CUST-028,Regular,Manila,PROD-T6,Electronics,Delayed,106,114798,CourierX,Failed,4.6,60876,Facebook,560,26.7,CAMP-Q2-002,1.8,8.1,85324,normal,1,3.7,41,7.9,7,1149.13,96.28,"""In the transaction with ID TRX-2023-028 on 30/05/2023, a total of 106 orders were placed on the Shopee platform by customer CUST-028, who belongs to the Regular segment in Manila. The product with ID PROD-T6, categorized under Electronics, was sold with an order status of Delayed. The total order value reached 114798, and the delivery was handled by CourierX, achieving a delivery status of Failed with a delivery time of 4.6 days. The customer lifetime value was estimated at 60876, with an acquisition cost of 560 from the Facebook source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 1.8%. The platform commission was 8.1%, while the competitor price stood at 85324. The weather condition during this transaction was normal, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.7 based on 41 reviews, and the courier reliability was measured at 7.9. The market demand index was 7, with an estimated financial loss of 1149.13 and a delivery success rate of 96.28."""
TRX-2023-029,09/01/2023,Lazada,CUST-029,Regular,Cagayan de Oro,PROD-H2,Automotive,Failed,57,28899,CourierY,Failed,2.2,285893,Google,240,31.0,CAMP-Q2-002,3.6,8.2,141376,heavy_rain,1,3.0,93,9.6,6,1669.5,88.53,"""In the transaction with ID TRX-2023-029 on 09/01/2023, a total of 57 orders were placed on the Lazada platform by customer CUST-029, who belongs to the Regular segment in Cagayan de Oro. The product with ID PROD-H2, categorized under Automotive, was sold with an order status of Failed. The total order value reached 28899, and the delivery was handled by CourierY, achieving a delivery status of Failed with a delivery time of 2.2 days. The customer lifetime value was estimated at 285893, with an acquisition cost of 240 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 3.6%. The platform commission was 8.2%, while the competitor price stood at 141376. The weather condition during this transaction was heavy_rain, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.0 based on 93 reviews, and the courier reliability was measured at 9.6. The market demand index was 6, with an estimated financial loss of 1669.5 and a delivery success rate of 88.53."""
TRX-2023-030,21/06/2023,Amazon,CUST-030,Premium,Cagayan de Oro,PROD-V6,Health & Beauty,Completed,165,112035,CourierX,Success,3.0,295382,Google,364,31.6,CAMP-Q2-003,2.3,9.9,107363,typhoon,1,4.8,41,8.9,8,1234.77,98.38,"""In the transaction with ID TRX-2023-030 on 21/06/2023, a total of 165 orders were placed on the Amazon platform by customer CUST-030, who belongs to the Premium segment in Cagayan de Oro. The product with ID PROD-V6, categorized under Health & Beauty, was sold with an order status of Completed. The total order value reached 112035, and the delivery was handled by CourierX, achieving a delivery status of Success with a delivery time of 3.0 days. The customer lifetime value was estimated at 295382, with an acquisition cost of 364 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 2.3%. The platform commission was 9.9%, while the competitor price stood at 107363. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 4.8 based on 41 reviews, and the courier reliability was measured at 8.9. The market demand index was 8, with an estimated financial loss of 1234.77 and a delivery success rate of 98.38."""
TRX-2023-031,15/11/2023,Lazada,CUST-031,Premium,Iloilo,PROD-I4,Automotive,Completed,189,271782,CourierX,Success,3.9,249886,Referral,484,21.3,CAMP-Q2-001,0.4,9.5,148978,heavy_rain,1,3.3,75,7.8,1,1173.97,94.42,"""In the transaction with ID TRX-2023-031 on 15/11/2023, a total of 189 orders were placed on the Lazada platform by customer CUST-031, who belongs to the Premium segment in Iloilo. The product with ID PROD-I4, categorized under Automotive, was sold with an order status of Completed. The total order value reached 271782, and the delivery was handled by CourierX, achieving a delivery status of Success with a delivery time of 3.9 days. The customer lifetime value was estimated at 249886, with an acquisition cost of 484 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 0.4%. The platform commission was 9.5%, while the competitor price stood at 148978. The weather condition during this transaction was heavy_rain, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.3 based on 75 reviews, and the courier reliability was measured at 7.8. The market demand index was 1, with an estimated financial loss of 1173.97 and a delivery success rate of 94.42."""
TRX-2023-032,13/08/2023,Amazon,CUST-032,Regular,Bacolod,PROD-Y5,Electronics,Completed,173,171443,CourierY,Delayed,2.8,59166,Organic,589,38.2,CAMP-Q2-001,12.8,7.3,147225,normal,0,3.3,50,9.4,2,1907.14,98.48,"""In the transaction with ID TRX-2023-032 on 13/08/2023, a total of 173 orders were placed on the Amazon platform by customer CUST-032, who belongs to the Regular segment in Bacolod. The product with ID PROD-Y5, categorized under Electronics, was sold with an order status of Completed. The total order value reached 171443, and the delivery was handled by CourierY, achieving a delivery status of Delayed with a delivery time of 2.8 days. The customer lifetime value was estimated at 59166, with an acquisition cost of 589 from the Organic source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 12.8%. The platform commission was 7.3%, while the competitor price stood at 147225. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.3 based on 50 reviews, and the courier reliability was measured at 9.4. The market demand index was 2, with an estimated financial loss of 1907.14 and a delivery success rate of 98.48."""
TRX-2023-033,16/05/2023,Amazon,CUST-033,Premium,Bacolod,PROD-T5,Toys,Completed,131,160344,CourierZ,Failed,3.4,289154,Google,453,26.5,CAMP-Q2-003,12.1,9.8,119378,typhoon,1,3.5,55,6.0,10,1135.59,95.44,"""In the transaction with ID TRX-2023-033 on 16/05/2023, a total of 131 orders were placed on the Amazon platform by customer CUST-033, who belongs to the Premium segment in Bacolod. The product with ID PROD-T5, categorized under Toys, was sold with an order status of Completed. The total order value reached 160344, and the delivery was handled by CourierZ, achieving a delivery status of Failed with a delivery time of 3.4 days. The customer lifetime value was estimated at 289154, with an acquisition cost of 453 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 12.1%. The platform commission was 9.8%, while the competitor price stood at 119378. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.5 based on 55 reviews, and the courier reliability was measured at 6.0. The market demand index was 10, with an estimated financial loss of 1135.59 and a delivery success rate of 95.44."""
TRX-2023-034,29/09/2023,Lazada,CUST-034,Regular,Iloilo,PROD-W8,Toys,Completed,137,164948,CourierY,Delayed,2.6,254569,Facebook,523,32.9,CAMP-Q2-003,7.2,5.9,109250,typhoon,1,3.2,69,9.2,8,1681.0,89.05,"""In the transaction with ID TRX-2023-034 on 29/09/2023, a total of 137 orders were placed on the Lazada platform by customer CUST-034, who belongs to the Regular segment in Iloilo. The product with ID PROD-W8, categorized under Toys, was sold with an order status of Completed. The total order value reached 164948, and the delivery was handled by CourierY, achieving a delivery status of Delayed with a delivery time of 2.6 days. The customer lifetime value was estimated at 254569, with an acquisition cost of 523 from the Facebook source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 7.2%. The platform commission was 5.9%, while the competitor price stood at 109250. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.2 based on 69 reviews, and the courier reliability was measured at 9.2. The market demand index was 8, with an estimated financial loss of 1681.0 and a delivery success rate of 89.05."""
TRX-2023-035,20/10/2023,Shopee,CUST-035,Premium,Davao,PROD-C9,Toys,Completed,99,53361,CourierZ,Failed,3.5,240549,Instagram,228,38.2,CAMP-Q2-002,15.3,7.0,117520,typhoon,0,4.4,83,9.5,4,1738.12,94.07,"""In the transaction with ID TRX-2023-035 on 20/10/2023, a total of 99 orders were placed on the Shopee platform by customer CUST-035, who belongs to the Premium segment in Davao. The product with ID PROD-C9, categorized under Toys, was sold with an order status of Completed. The total order value reached 53361, and the delivery was handled by CourierZ, achieving a delivery status of Failed with a delivery time of 3.5 days. The customer lifetime value was estimated at 240549, with an acquisition cost of 228 from the Instagram source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 15.3%. The platform commission was 7.0%, while the competitor price stood at 117520. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.4 based on 83 reviews, and the courier reliability was measured at 9.5. The market demand index was 4, with an estimated financial loss of 1738.12 and a delivery success rate of 94.07."""
TRX-2023-036,14/11/2023,Zalora,CUST-036,New,Cagayan de Oro,PROD-K4,Electronics,Completed,153,86139,CourierZ,Success,4.0,202665,Google,472,35.4,CAMP-Q2-003,24.9,8.0,143779,typhoon,0,3.7,88,8.1,9,1269.64,86.83,"""In the transaction with ID TRX-2023-036 on 14/11/2023, a total of 153 orders were placed on the Zalora platform by customer CUST-036, who belongs to the New segment in Cagayan de Oro. The product with ID PROD-K4, categorized under Electronics, was sold with an order status of Completed. The total order value reached 86139, and the delivery was handled by CourierZ, achieving a delivery status of Success with a delivery time of 4.0 days. The customer lifetime value was estimated at 202665, with an acquisition cost of 472 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 24.9%. The platform commission was 8.0%, while the competitor price stood at 143779. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.7 based on 88 reviews, and the courier reliability was measured at 8.1. The market demand index was 9, with an estimated financial loss of 1269.64 and a delivery success rate of 86.83."""
TRX-2023-037,14/06/2023,Shopee,CUST-037,New,Bacolod,PROD-S2,Automotive,Completed,58,36076,CourierZ,Delayed,2.5,150512,Organic,465,33.8,CAMP-Q2-002,10.4,7.3,122640,heavy_rain,0,3.8,22,9.0,10,1151.45,99.59,"""In the transaction with ID TRX-2023-037 on 14/06/2023, a total of 58 orders were placed on the Shopee platform by customer CUST-037, who belongs to the New segment in Bacolod. The product with ID PROD-S2, categorized under Automotive, was sold with an order status of Completed. The total order value reached 36076, and the delivery was handled by CourierZ, achieving a delivery status of Delayed with a delivery time of 2.5 days. The customer lifetime value was estimated at 150512, with an acquisition cost of 465 from the Organic source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 10.4%. The platform commission was 7.3%, while the competitor price stood at 122640. The weather condition during this transaction was heavy_rain, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.8 based on 22 reviews, and the courier reliability was measured at 9.0. The market demand index was 10, with an estimated financial loss of 1151.45 and a delivery success rate of 99.59."""
TRX-2023-038,09/01/2023,Zalora,CUST-038,Premium,Bacolod,PROD-U9,Automotive,Completed,113,135713,CourierX,Delayed,3.0,215310,Organic,262,39.2,CAMP-Q2-002,1.5,7.2,100721,typhoon,0,4.6,78,10.0,10,1348.09,99.76,"""In the transaction with ID TRX-2023-038 on 09/01/2023, a total of 113 orders were placed on the Zalora platform by customer CUST-038, who belongs to the Premium segment in Bacolod. The product with ID PROD-U9, categorized under Automotive, was sold with an order status of Completed. The total order value reached 135713, and the delivery was handled by CourierX, achieving a delivery status of Delayed with a delivery time of 3.0 days. The customer lifetime value was estimated at 215310, with an acquisition cost of 262 from the Organic source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 1.5%. The platform commission was 7.2%, while the competitor price stood at 100721. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.6 based on 78 reviews, and the courier reliability was measured at 10.0. The market demand index was 10, with an estimated financial loss of 1348.09 and a delivery success rate of 99.76."""
TRX-2023-039,13/01/2023,Amazon,CUST-039,New,Bacolod,PROD-C1,Electronics,Delayed,162,123444,CourierZ,Success,4.0,294104,Google,268,33.1,CAMP-Q2-001,0.1,9.4,99393,typhoon,1,4.7,71,8.4,9,1392.43,88.69,"""In the transaction with ID TRX-2023-039 on 13/01/2023, a total of 162 orders were placed on the Amazon platform by customer CUST-039, who belongs to the New segment in Bacolod. The product with ID PROD-C1, categorized under Electronics, was sold with an order status of Delayed. The total order value reached 123444, and the delivery was handled by CourierZ, achieving a delivery status of Success with a delivery time of 4.0 days. The customer lifetime value was estimated at 294104, with an acquisition cost of 268 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 0.1%. The platform commission was 9.4%, while the competitor price stood at 99393. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 4.7 based on 71 reviews, and the courier reliability was measured at 8.4. The market demand index was 9, with an estimated financial loss of 1392.43 and a delivery success rate of 88.69."""
TRX-2023-040,29/01/2023,Shopee,CUST-040,Premium,Davao,PROD-E8,Toys,Failed,66,71676,CourierY,Delayed,2.7,257568,Instagram,209,23.5,CAMP-Q2-001,19.0,8.8,104647,heavy_rain,0,3.2,21,6.2,9,1473.44,87.21,"""In the transaction with ID TRX-2023-040 on 29/01/2023, a total of 66 orders were placed on the Shopee platform by customer CUST-040, who belongs to the Premium segment in Davao. The product with ID PROD-E8, categorized under Toys, was sold with an order status of Failed. The total order value reached 71676, and the delivery was handled by CourierY, achieving a delivery status of Delayed with a delivery time of 2.7 days. The customer lifetime value was estimated at 257568, with an acquisition cost of 209 from the Instagram source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 19.0%. The platform commission was 8.8%, while the competitor price stood at 104647. The weather condition during this transaction was heavy_rain, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.2 based on 21 reviews, and the courier reliability was measured at 6.2. The market demand index was 9, with an estimated financial loss of 1473.44 and a delivery success rate of 87.21."""
TRX-2023-041,27/03/2023,Zalora,CUST-041,New,Manila,PROD-V1,Toys,Failed,156,196716,CourierY,Delayed,4.1,98140,Google,361,35.8,CAMP-Q2-002,21.6,5.6,108125,normal,0,3.8,12,6.7,9,1279.31,97.13,"""In the transaction with ID TRX-2023-041 on 27/03/2023, a total of 156 orders were placed on the Zalora platform by customer CUST-041, who belongs to the New segment in Manila. The product with ID PROD-V1, categorized under Toys, was sold with an order status of Failed. The total order value reached 196716, and the delivery was handled by CourierY, achieving a delivery status of Delayed with a delivery time of 4.1 days. The customer lifetime value was estimated at 98140, with an acquisition cost of 361 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 21.6%. The platform commission was 5.6%, while the competitor price stood at 108125. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.8 based on 12 reviews, and the courier reliability was measured at 6.7. The market demand index was 9, with an estimated financial loss of 1279.31 and a delivery success rate of 97.13."""
TRX-2023-042,09/11/2023,Zalora,CUST-042,Regular,Manila,PROD-I3,Fashion,Completed,59,75284,CourierY,Delayed,3.4,93391,Referral,551,23.8,CAMP-Q2-002,15.2,7.3,107026,normal,0,4.6,77,5.0,3,1758.53,94.34,"""In the transaction with ID TRX-2023-042 on 09/11/2023, a total of 59 orders were placed on the Zalora platform by customer CUST-042, who belongs to the Regular segment in Manila. The product with ID PROD-I3, categorized under Fashion, was sold with an order status of Completed. The total order value reached 75284, and the delivery was handled by CourierY, achieving a delivery status of Delayed with a delivery time of 3.4 days. The customer lifetime value was estimated at 93391, with an acquisition cost of 551 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 15.2%. The platform commission was 7.3%, while the competitor price stood at 107026. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.6 based on 77 reviews, and the courier reliability was measured at 5.0. The market demand index was 3, with an estimated financial loss of 1758.53 and a delivery success rate of 94.34."""
TRX-2023-043,29/07/2023,Amazon,CUST-043,Premium,Iloilo,PROD-N4,Health & Beauty,Failed,126,148302,CourierX,Success,4.2,191639,Instagram,347,34.8,CAMP-Q2-001,3.1,9.0,141311,typhoon,0,4.8,96,7.8,4,1969.86,99.63,"""In the transaction with ID TRX-2023-043 on 29/07/2023, a total of 126 orders were placed on the Amazon platform by customer CUST-043, who belongs to the Premium segment in Iloilo. The product with ID PROD-N4, categorized under Health & Beauty, was sold with an order status of Failed. The total order value reached 148302, and the delivery was handled by CourierX, achieving a delivery status of Success with a delivery time of 4.2 days. The customer lifetime value was estimated at 191639, with an acquisition cost of 347 from the Instagram source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 3.1%. The platform commission was 9.0%, while the competitor price stood at 141311. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.8 based on 96 reviews, and the courier reliability was measured at 7.8. The market demand index was 4, with an estimated financial loss of 1969.86 and a delivery success rate of 99.63."""
TRX-2023-044,04/02/2023,Shopee,CUST-044,Regular,Davao,PROD-X8,Automotive,Failed,93,135594,CourierX,Failed,2.7,96262,Referral,236,26.1,CAMP-Q2-001,11.7,7.3,111803,normal,0,4.9,35,8.8,4,1054.96,91.04,"""In the transaction with ID TRX-2023-044 on 04/02/2023, a total of 93 orders were placed on the Shopee platform by customer CUST-044, who belongs to the Regular segment in Davao. The product with ID PROD-X8, categorized under Automotive, was sold with an order status of Failed. The total order value reached 135594, and the delivery was handled by CourierX, achieving a delivery status of Failed with a delivery time of 2.7 days. The customer lifetime value was estimated at 96262, with an acquisition cost of 236 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 11.7%. The platform commission was 7.3%, while the competitor price stood at 111803. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.9 based on 35 reviews, and the courier reliability was measured at 8.8. The market demand index was 4, with an estimated financial loss of 1054.96 and a delivery success rate of 91.04."""
TRX-2023-045,03/03/2023,Lazada,CUST-045,Regular,Davao,PROD-J10,Electronics,Completed,50,32950,CourierY,Success,4.4,272580,Instagram,332,20.1,CAMP-Q2-003,14.1,7.3,117784,typhoon,1,4.1,25,8.5,9,1128.82,99.62,"""In the transaction with ID TRX-2023-045 on 03/03/2023, a total of 50 orders were placed on the Lazada platform by customer CUST-045, who belongs to the Regular segment in Davao. The product with ID PROD-J10, categorized under Electronics, was sold with an order status of Completed. The total order value reached 32950, and the delivery was handled by CourierY, achieving a delivery status of Success with a delivery time of 4.4 days. The customer lifetime value was estimated at 272580, with an acquisition cost of 332 from the Instagram source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 14.1%. The platform commission was 7.3%, while the competitor price stood at 117784. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 4.1 based on 25 reviews, and the courier reliability was measured at 8.5. The market demand index was 9, with an estimated financial loss of 1128.82 and a delivery success rate of 99.62."""
TRX-2023-046,09/01/2023,Zalora,CUST-046,New,Davao,PROD-A9,Fashion,Delayed,108,139104,CourierX,Failed,3.2,50575,Facebook,498,26.6,CAMP-Q2-001,6.1,8.2,133054,heavy_rain,1,5.0,38,9.6,6,1560.85,85.4,"""In the transaction with ID TRX-2023-046 on 09/01/2023, a total of 108 orders were placed on the Zalora platform by customer CUST-046, who belongs to the New segment in Davao. The product with ID PROD-A9, categorized under Fashion, was sold with an order status of Delayed. The total order value reached 139104, and the delivery was handled by CourierX, achieving a delivery status of Failed with a delivery time of 3.2 days. The customer lifetime value was estimated at 50575, with an acquisition cost of 498 from the Facebook source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 6.1%. The platform commission was 8.2%, while the competitor price stood at 133054. The weather condition during this transaction was heavy_rain, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 5.0 based on 38 reviews, and the courier reliability was measured at 9.6. The market demand index was 6, with an estimated financial loss of 1560.85 and a delivery success rate of 85.4."""
TRX-2023-047,06/07/2023,Amazon,CUST-047,Regular,Iloilo,PROD-L10,Health & Beauty,Failed,70,45010,CourierY,Failed,2.1,230303,Referral,502,27.1,CAMP-Q2-002,13.8,5.1,104900,typhoon,1,5.0,33,9.7,6,1905.66,99.86,"""In the transaction with ID TRX-2023-047 on 06/07/2023, a total of 70 orders were placed on the Amazon platform by customer CUST-047, who belongs to the Regular segment in Iloilo. The product with ID PROD-L10, categorized under Health & Beauty, was sold with an order status of Failed. The total order value reached 45010, and the delivery was handled by CourierY, achieving a delivery status of Failed with a delivery time of 2.1 days. The customer lifetime value was estimated at 230303, with an acquisition cost of 502 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 13.8%. The platform commission was 5.1%, while the competitor price stood at 104900. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 5.0 based on 33 reviews, and the courier reliability was measured at 9.7. The market demand index was 6, with an estimated financial loss of 1905.66 and a delivery success rate of 99.86."""
TRX-2023-048,24/12/2023,Zalora,CUST-048,Regular,Cagayan de Oro,PROD-Z2,Fashion,Completed,195,288795,CourierZ,Delayed,4.2,295135,Organic,457,39.4,CAMP-Q2-002,9.4,5.2,82294,normal,0,4.1,30,9.4,6,1435.34,99.74,"""In the transaction with ID TRX-2023-048 on 24/12/2023, a total of 195 orders were placed on the Zalora platform by customer CUST-048, who belongs to the Regular segment in Cagayan de Oro. The product with ID PROD-Z2, categorized under Fashion, was sold with an order status of Completed. The total order value reached 288795, and the delivery was handled by CourierZ, achieving a delivery status of Delayed with a delivery time of 4.2 days. The customer lifetime value was estimated at 295135, with an acquisition cost of 457 from the Organic source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 9.4%. The platform commission was 5.2%, while the competitor price stood at 82294. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.1 based on 30 reviews, and the courier reliability was measured at 9.4. The market demand index was 6, with an estimated financial loss of 1435.34 and a delivery success rate of 99.74."""
TRX-2023-049,31/07/2023,Amazon,CUST-049,New,Davao,PROD-B4,Toys,Failed,97,119116,CourierY,Failed,4.6,120705,Referral,563,29.0,CAMP-Q2-003,10.2,8.0,86781,typhoon,0,3.2,71,6.0,6,1468.29,87.23,"""In the transaction with ID TRX-2023-049 on 31/07/2023, a total of 97 orders were placed on the Amazon platform by customer CUST-049, who belongs to the New segment in Davao. The product with ID PROD-B4, categorized under Toys, was sold with an order status of Failed. The total order value reached 119116, and the delivery was handled by CourierY, achieving a delivery status of Failed with a delivery time of 4.6 days. The customer lifetime value was estimated at 120705, with an acquisition cost of 563 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 10.2%. The platform commission was 8.0%, while the competitor price stood at 86781. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.2 based on 71 reviews, and the courier reliability was measured at 6.0. The market demand index was 6, with an estimated financial loss of 1468.29 and a delivery success rate of 87.23."""
TRX-2023-050,06/09/2023,Lazada,CUST-050,Premium,Cagayan de Oro,PROD-Y2,Electronics,Delayed,89,100392,CourierZ,Failed,2.5,127820,Referral,231,26.5,CAMP-Q2-001,22.1,7.2,102178,heavy_rain,0,4.5,33,7.5,9,1028.08,99.26,"""In the transaction with ID TRX-2023-050 on 06/09/2023, a total of 89 orders were placed on the Lazada platform by customer CUST-050, who belongs to the Premium segment in Cagayan de Oro. The product with ID PROD-Y2, categorized under Electronics, was sold with an order status of Delayed. The total order value reached 100392, and the delivery was handled by CourierZ, achieving a delivery status of Failed with a delivery time of 2.5 days. The customer lifetime value was estimated at 127820, with an acquisition cost of 231 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 22.1%. The platform commission was 7.2%, while the competitor price stood at 102178. The weather condition during this transaction was heavy_rain, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.5 based on 33 reviews, and the courier reliability was measured at 7.5. The market demand index was 9, with an estimated financial loss of 1028.08 and a delivery success rate of 99.26."""
TRX-2023-051,15/01/2023,Shopee,CUST-051,New,Manila,PROD-T5,Health & Beauty,Delayed,92,94300,CourierX,Delayed,4.8,267381,Facebook,526,26.3,CAMP-Q2-001,2.6,5.8,130090,heavy_rain,1,3.2,66,8.5,2,1878.32,85.4,"""In the transaction with ID TRX-2023-051 on 15/01/2023, a total of 92 orders were placed on the Shopee platform by customer CUST-051, who belongs to the New segment in Manila. The product with ID PROD-T5, categorized under Health & Beauty, was sold with an order status of Delayed. The total order value reached 94300, and the delivery was handled by CourierX, achieving a delivery status of Delayed with a delivery time of 4.8 days. The customer lifetime value was estimated at 267381, with an acquisition cost of 526 from the Facebook source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 2.6%. The platform commission was 5.8%, while the competitor price stood at 130090. The weather condition during this transaction was heavy_rain, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.2 based on 66 reviews, and the courier reliability was measured at 8.5. The market demand index was 2, with an estimated financial loss of 1878.32 and a delivery success rate of 85.4."""
TRX-2023-052,14/04/2023,Shopee,CUST-052,Regular,Manila,PROD-F10,Automotive,Delayed,151,75802,CourierX,Success,4.7,218101,Organic,226,33.9,CAMP-Q2-001,23.0,6.8,106192,normal,0,3.4,37,9.6,5,1591.33,94.62,"""In the transaction with ID TRX-2023-052 on 14/04/2023, a total of 151 orders were placed on the Shopee platform by customer CUST-052, who belongs to the Regular segment in Manila. The product with ID PROD-F10, categorized under Automotive, was sold with an order status of Delayed. The total order value reached 75802, and the delivery was handled by CourierX, achieving a delivery status of Success with a delivery time of 4.7 days. The customer lifetime value was estimated at 218101, with an acquisition cost of 226 from the Organic source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 23.0%. The platform commission was 6.8%, while the competitor price stood at 106192. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.4 based on 37 reviews, and the courier reliability was measured at 9.6. The market demand index was 5, with an estimated financial loss of 1591.33 and a delivery success rate of 94.62."""
TRX-2023-053,31/08/2023,Lazada,CUST-053,Premium,Manila,PROD-G9,Toys,Completed,174,212280,CourierX,Delayed,2.7,149768,Referral,327,39.6,CAMP-Q2-002,20.1,6.0,118649,typhoon,0,3.5,68,9.7,7,1643.8,97.36,"""In the transaction with ID TRX-2023-053 on 31/08/2023, a total of 174 orders were placed on the Lazada platform by customer CUST-053, who belongs to the Premium segment in Manila. The product with ID PROD-G9, categorized under Toys, was sold with an order status of Completed. The total order value reached 212280, and the delivery was handled by CourierX, achieving a delivery status of Delayed with a delivery time of 2.7 days. The customer lifetime value was estimated at 149768, with an acquisition cost of 327 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 20.1%. The platform commission was 6.0%, while the competitor price stood at 118649. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.5 based on 68 reviews, and the courier reliability was measured at 9.7. The market demand index was 7, with an estimated financial loss of 1643.8 and a delivery success rate of 97.36."""
